OBJNAME,ORIGINAL_NAME,ALIASES,RA_DEG,RA_SOURCE,DEC_DEG,DEC_SOURCE,EPOCH,PMRA,PMRA_SOURCE,PMDE,PMDE_SOURCE,PLX,PLX_SOURCE,RV,RV_SOURCE,TEFF,TEFF_SOURCE,SP_TYPE,SP_SOURCE,VSINI,VSINI_ERR,VSINI_SOURCE,UMAG,UMAG_SOURCE,GMAG,GMAG_SOURCE,RMAG,RMAG_SOURCE,IMAG,IMAG_SOURCE,ZMAG,ZMAG_SOURCE,JMAG,JMAG_SOURCE,HMAG,HMAG_SOURCE,KMAG,KMAG_SOURCE,NOTES,USED,KEYWORDS
HD124292,HD124292,G  64-54|AGKR 12696|BD-02  3804|Ci 18 1864|GC 19166|GEN# +1.00124292|G 124-10|GJ  3830|HD 124292|HIC  69414|HIP  69414|LTT  5565|2MASS J14124525-0319120|NLTT 36571|PPM 197313|SAO 139790|SKY# 25948|SPOCS  592|SRS  12134|TIC 147718994|TYC 4979-117-1|uvby98 100124292|WISEA J141245.12-031915.5|YZC 17  5055|YZ  93  5055|Gaia DR2 3646061719703116032|Gaia DR3 3646061719703116032|G64-54|AGKR12696|BD-023804|Ci181864|GC19166|GEN#+1.00124292|G124-10|GJ3830|HD124292|HIC69414|HIP69414|LTT5565|2MASSJ14124525-0319120|NLTT36571|PPM197313|SAO139790|SKY#25948|SPOCS592|SRS12134|TIC147718994|TYC4979-117-1|uvby98100124292|WISEAJ141245.12-031915.5|YZC175055|YZ935055|GaiaDR23646061719703116032|GaiaDR33646061719703116032,213.1877922,Gaia DR2,-3.321471279,Gaia DR2,2457206,-162.6963133,Gaia DR2,-322.3689448,Gaia DR2,45.79407715,Gaia DR2,37.819,2018A&A...616A...7S,5460,2021AJ....161..134H,G8/K0V,1999MSS...C05....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-08-22 14:37:38.063 by nirps-client@maestria using drs_astrometrics.py,1,
HD125612,HD125612,HD 125612|BD-16  3844|GEN# +1.00125612|GPM 215.223140-17.481361|GSC 06143-01696|HD 125612A|HIC  70123|HIP  70123|2MASS J14205352-1728535|PPM 228650|SAO 158501|SPOCS 2878|TIC 347909637|TYC 6143-1696-1|uvby98 100125612|YZ 107  5341|Gaia DR1 6296703256034812800|Gaia DR3 6296703260330865536|Gaia DR2 6296703260330865536|HD125612|BD-163844|GEN#+1.00125612|GPM215.223140-17.481361|GSC06143-01696|HD125612A|HIC70123|HIP70123|2MASSJ14205352-1728535|PPM228650|SAO158501|SPOCS2878|TIC347909637|TYC6143-1696-1|uvby98100125612|YZ1075341|GaiaDR16296703256034812800|GaiaDR36296703260330865536|GaiaDR26296703260330865536,215.2227183,Gaia DR2,-17.48181475,Gaia DR2,2457206,-60.25825773,Gaia DR2,-67.37343837,Gaia DR2,17.32614371,Gaia DR2,-18.241,2018A&A...616A...7S,5913,2021A&A...655A..99D,G3V,1988MSS...C04....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-08-17 20:08:12.932 by nirps-client@maestria using drs_astrometrics.py,1,
HD126135,HD126135,HD 126135|CD-40  8656|CPC  0 12285|CPD-40  6566|GC 19420|GEN# +1.00126135|GSC 07809-02787|HIC  70455|HIP  70455|2MASS J14244390-4045185|PPM 319498|SAO 224905|SKY# 26264|TD1 17449|TIC 167546864|TYC 7809-2787-1|UBV   12624|uvby98 100126135|Gaia DR2 6104170081297638656|Gaia DR3 6104170081297638656|HD 126135|HD126135|CD-408656|CPC012285|CPD-406566|GC19420|GEN#+1.00126135|GSC07809-02787|HIC70455|HIP70455|2MASSJ14244390-4045185|PPM319498|SAO224905|SKY#26264|TD117449|TIC167546864|TYC7809-2787-1|UBV12624|uvby98100126135|GaiaDR26104170081297638656|GaiaDR36104170081297638656|HD126135,216.1828627,Gaia DR2,-40.75525349,Gaia DR2,2457206,-21.42842801,Gaia DR2,-20.8526166,Gaia DR2,5.481920749,Gaia DR2,11.73,2018MNRAS.480..488I,11250,2018MNRAS.480..488I,B8V,1978MSS...C02....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-04-25 00:48:24.910 by nirps-client@rali using drs_astrometrics.py,1,
HD128189,HD128189,HD 128189|BD-21  3933|CPD-21  5749|GEN# +1.00128189|GSC 06165-00246|HIC  71407|HIP 71407|2MASS J14360771-2210384|PPM 263155|SAO 182687|SKY# 26564|TIC 70011661|TYC 6165-246-1|uvby98 100128189|YZ 111  6082|Gaia DR1 6279326299392232832|Gaia DR3 6279326303687864960|Gaia DR2 6279326303687864960|HD128189|BD-213933|CPD-215749|GEN#+1.00128189|GSC06165-00246|HIC71407|HIP71407|2MASSJ14360771-2210384|PPM263155|SAO182687|SKY#26564|TIC70011661|TYC6165-246-1|uvby98100128189|YZ1116082|GaiaDR16279326299392232832|GaiaDR36279326303687864960|GaiaDR26279326303687864960,219.0319699,Gaia DR2,-22.17733578,Gaia DR2,2457206,-46.95158562,Gaia DR2,11.73489539,Gaia DR2,15.12242062,Gaia DR2,,,6938,2011A&A...530A.138C (via nirps-client@maestria),F2V,1988MSS...C04....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-12-12 20:00:58.544 by nirps-client@maestria using drs_astrometrics.py,1,
HD128311,HD 128311,** HZE    1A|1RXS J143600.5+094453|2MASS J14360055+0944474|AG+09 1729|AGKR 13043|ASCC 1047672|BD+10  2710|Ci 18 1921|EUVE J1436+09.7|G  66-11|G 135-72|GC 19679|GEN# +1.00128311|GJ  3860|GSC 00910-00165|Gaia DR2 1176209886733406592|Gaia EDR3 1176209886733406592|HD 128311|HIC  71395|HIP  71395|IRAS 14335+0957|LSPM J1436+0944|LTT 14312|NLTT 37851|PPM 160797|RX J1436.0+0944|SAO 120554|SKY# 26559|SPOCS  606|TIC 349606708|TYC  910-165-1|UBV M  20261|USNO-B1.0 0997-00253041|V* HN Boo|WDS J14360+0945A|WISEA J143600.72+094444.5|YZ   9  5152|YZC 19  5152|uvby98 100128311|** HZE 1A|BD+10 2710|G 66-11|GJ 3860|HD128311|HD_128311|HIC 71395|HIP 71395|SPOCS 606|TYC 910-165-1|UBV M 20261|YZ 9 5152|YZC 19 5152|**HZE1A|1RXSJ143600.5+094453|2MASSJ14360055+0944474|AG+091729|AGKR13043|ASCC1047672|BD+102710|Ci181921|EUVEJ1436+09.7|G66-11|G135-72|GC19679|GEN#+1.00128311|GJ3860|GSC00910-00165|GaiaDR21176209886733406592|GaiaEDR31176209886733406592|HD128311|HIC71395|HIP71395|IRAS14335+0957|LSPMJ1436+0944|LTT14312|NLTT37851|PPM160797|RXJ1436.0+0944|SAO120554|SKY#26559|SPOCS606|TIC349606708|TYC910-165-1|UBVM20261|USNO-B1.00997-00253041|V*HNBoo|WDSJ14360+0945A|WISEAJ143600.72+094444.5|YZ95152|YZC195152|uvby98100128311|**HZE1A|BD+102710|G66-11|GJ3860|HD128311|HD128311|HIC71395|HIP71395|SPOCS606|TYC910-165-1|UBVM20261|YZ95152|YZC195152,219.0032581,Gaia EDR3,9.745402017,Gaia EDR3,2457388.5,204.812993,Gaia EDR3,-250.4572476,Gaia EDR3,61.27922944,Gaia EDR3,-9.469,2018A&A...616A...7S,5000,2021AJ....161..134H,K3V,2010MNRAS.403.1949K,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:30:36.351 by cook@cook using drs_astrometrics.py,1,
HD129858,HD129858,CD-46  9562|CPC  0 12618|CPD-46  6986|GC 19866|GEN# +1.00129858|GSC 08283-03821|HD 129858|HIC  72250|HIP  72250|HR  5494|2MASS J14462899-4726280|N30 3334|PPM 319872|SAO 225178|SKY# 26838|TD1 17676|TIC 129560048|TYC 8283-3821-1|UBV   12856|UBV M  20342|uvby98 100129858|[CS62] E6  43|Gaia DR2 5905988470518563456|Gaia EDR3 5905988470518563456|Gaia DR1 5905988466212454656|HD_129858|HD129858|CD-469562|CPC012618|CPD-466986|GC19866|GEN#+1.00129858|GSC08283-03821|HD129858|HIC72250|HIP72250|HR5494|2MASSJ14462899-4726280|N303334|PPM319872|SAO225178|SKY#26838|TD117676|TIC129560048|TYC8283-3821-1|UBV12856|UBVM20342|uvby98100129858|[CS62]E643|GaiaDR25905988470518563456|GaiaEDR35905988470518563456|GaiaDR15905988466212454656|HD129858|HD129858,221.6205424,Gaia EDR3,-47.44118609,Gaia EDR3,2457388.5,-39.89252628,Gaia EDR3,-15.41784514,Gaia EDR3,10.76325534,Gaia EDR3,-11.8,2006AstL...32..759G,9235,1998A&A...339..858D,A1V,1978MSS...C02....0H,,,,,,,,,,,,,,,,,,,,Added on 2022-06-14 20:46:47.119 by spirou@rali using drs_astrometrics.py,1,TELLURIC
HD130917,HD130917,2MASS J14495840+2836568|AG+28 1440|BD+29  2581|BDS  7024 A|CCDM J14500+2837A|CSI+29  2581  1|FK5 3171|GC 19966|GCRV  8615|GEN# +1.00130917|Gaia DR1 1281505644263769472|Gaia DR2 1281505648559728640|HD 130917|HIC  72552|HIP  72552|HR  5532|IDS 14457+2902 A|N30 3349|PPM 103618|ROT  2119|SAO  83551|SKY# 26939|TD1 17763|TIC 219843815|TYC 2022-1296-1|UBV   12932|UBV M  20401|WDS J14500+2837A|WEB 12474|YZ  28  6989|uvby98 100130917|BD+29 2581|BDS 7024 A|CSI+29 2581 1|GCRV 8615|HD130917|HD_130917|HIC 72552|HIP 72552|HR 5532|ROT 2119|SAO 83551|UBV 12932|UBV M 20401|YZ 28 6989|2MASSJ14495840+2836568|AG+281440|BD+292581|BDS7024A|CCDMJ14500+2837A|CSI+2925811|FK53171|GC19966|GCRV8615|GEN#+1.00130917|GaiaDR11281505644263769472|GaiaDR21281505648559728640|HD130917|HIC72552|HIP72552|HR5532|IDS14457+2902A|N303349|PPM103618|ROT2119|SAO83551|SKY#26939|TD117763|TIC219843815|TYC2022-1296-1|UBV12932|UBVM20401|WDSJ14500+2837A|WEB12474|YZ286989|uvby98100130917|BD+292581|BDS7024A|CSI+2925811|GCRV8615|HD130917|HD130917|HIC72552|HIP72552|HR5532|ROT2119|SAO83551|UBV12932|UBVM20401|YZ286989,222.4934168,Gaia DR2,28.6158287,Gaia DR2,2457206,18.16272222,Gaia DR2,-0.7345368865,Gaia DR2,9.721078306,Gaia DR2,1.4,2006AstL...32..759G,8610,2012A&A...537A.120Z,A4V,,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:30:38.476 by cook@cook using drs_astrometrics.py,1,TELLURIC
HD133112,HD 133112,2MASS J15024486-0301530|BD-02  3933|GC 20228|GEN# +1.00133112|GSC 05004-00900|Gaia DR2 6339097679918871168|HD 133112|HIC  73608|HIP  73608|HR  5599|PPM 198170|Renson 37810|SAO 140286|SKY# 27290|TD1 17905|TIC 157910432|TYC 5004-900-1|UBV   13037|UBV M  20517|WASP-189|YZ  92  5273|uvby98 100133112|BD-02 3933|HD133122|HD_133112|HIC 73608|HIP 73608|HR 5599|UBV 13037|UBV M 20517|YZ 92 5273|2MASSJ15024486-0301530|BD-023933|GC20228|GEN#+1.00133112|GSC05004-00900|GaiaDR26339097679918871168|HD133112|HIC73608|HIP73608|HR5599|PPM198170|Renson37810|SAO140286|SKY#27290|TD117905|TIC157910432|TYC5004-900-1|UBV13037|UBVM20517|WASP-189|YZ925273|uvby98100133112|BD-023933|HD133122|HD133112|HIC73608|HIP73608|HR5599|UBV13037|UBVM20517|YZ925273|WASP189|WASP 189|WASPM189|WASP_189,225.686732,Gaia DR2,-3.03148742,Gaia DR2,2457206,-50.56423491,Gaia DR2,-23.78756233,Gaia DR2,9.999025298,Gaia DR2,-22.4,2006AstL...32..759G,7946,2022A&A...668A.157S,A4/5IV/V,1999MSS...C05....0H,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:30:40.574 by cook@cook using drs_astrometrics.py,1,
HD134060,HD134060,LTT  6035|** MOC    8A|AKARI-IRC-V1 J1510446-612520|CD-60  5490|CPC 20.1  4529|CPD-60  5656|DENIS J151044.8-612521|GC 20379|GCRV 65238|GEN# +1.00134060|GSC 09021-01214|HD 134060|HIC  74273|HIP  74273|HR  5632|IRAS 15066-6113|2MASS J15104473-6125204|NLTT 39419|PPM 361241|SAO 253043|SKY# 27502|SPOCS  640|TIC 454901855|TYC 9021-1214-1|UBV   13076|UBV M  20566|UCAC3 58-359370|uvby98 100134060|WDS J15107-6125A|WEB 12682|Gaia DR3 5876112300125320448|Gaia DR2 5876112300125320448|Gaia DR1 5876112295743277824|LTT6035|**MOC8A|AKARI-IRC-V1J1510446-612520|CD-605490|CPC20.14529|CPD-605656|DENISJ151044.8-612521|GC20379|GCRV65238|GEN#+1.00134060|GSC09021-01214|HD134060|HIC74273|HIP74273|HR5632|IRAS15066-6113|2MASSJ15104473-6125204|NLTT39419|PPM361241|SAO253043|SKY#27502|SPOCS640|TIC454901855|TYC9021-1214-1|UBV13076|UBVM20566|UCAC358-359370|uvby98100134060|WDSJ15107-6125A|WEB12682|GaiaDR35876112300125320448|GaiaDR25876112300125320448|GaiaDR15876112295743277824,227.6847587,Gaia DR2,-61.4223747,Gaia DR2,2457206,-185.5884321,Gaia DR2,-12.08581223,Gaia DR2,41.61599057,Gaia DR2,37.921,2018A&A...616A...7S,5966,2021A&A...655A..99D (via nirps-client@maestria),G0VFe+0.4,2006AJ....132..161G,,,,,,,,,,,,,,,,,,,,Added on 2023-08-21 13:39:43.929 by nirps-client@maestria using drs_astrometrics.py,1,
HD134141,HD134141,HD 134141|CD-27 10236|CPD-27  5136|FK5 5346|GEN# +1.00134141|GSC 06773-00060|HIC  74149|HIP 74149|2MASS J15090468-2821454|PLX 3420|PLX 3420.00|PPM 263871|SAO 183215|SKY# 27470|SRS  12747|TD1 17972|TIC 61149134|TYC 6773-60-1|UBV   13084|YZ 118  9530|Gaia DR2 6212549904520711936|Gaia DR3 6212549904520711936|HD134141|CD-2710236|CPD-275136|FK55346|GEN#+1.00134141|GSC06773-00060|HIC74149|HIP74149|2MASSJ15090468-2821454|PLX3420|PLX3420.00|PPM263871|SAO183215|SKY#27470|SRS12747|TD117972|TIC61149134|TYC6773-60-1|UBV13084|YZ1189530|GaiaDR26212549904520711936|GaiaDR36212549904520711936,227.2696164,Gaia DR2,-28.36269344,Gaia DR2,2457206,32.67093661,Gaia DR2,-10.88134042,Gaia DR2,9.705659964,Gaia DR2,,,7661,Stassun et al. 2019 (via nirps-client@maestria),A9V,1982MSS...C03....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-12-12 20:26:19.200 by nirps-client@maestria using drs_astrometrics.py,1,
HD134440,HD134440,LHS    52|** BUP  161C|BD-15  4041|CCDM J15102-1624D|Ci 18 2018|Ci 20  914|GC 20393|GCRV  8770|GEN# +1.00134440|GJ   579.2 B|GJ  9511 B|HD 134440|HIC  74234|HIP  74234|IDS 15047-1553 D|LFT 1178|LPM 555|LTT  6046|2MASS J15101307-1627407|NLTT 39457|NSV  6967|PM 15075-1614|PPM 229844|SAO 159066|SPOCS  636|TIC 432234964|TYC 6169-1318-1|UBV   13097|UBV M  20583|uvby98 100134440|WDS J15103-1616C|WEB 12675|WISEA J151012.24-162823.0|YZ 106  5583|Gaia DR2 6307365499463905536|Gaia DR3 6307365499463905536|LHS52|**BUP161C|BD-154041|CCDMJ15102-1624D|Ci182018|Ci20914|GC20393|GCRV8770|GEN#+1.00134440|GJ579.2B|GJ9511B|HD134440|HIC74234|HIP74234|IDS15047-1553D|LFT1178|LPM555|LTT6046|2MASSJ15101307-1627407|NLTT39457|NSV6967|PM15075-1614|PPM229844|SAO159066|SPOCS636|TIC432234964|TYC6169-1318-1|UBV13097|UBVM20583|uvby98100134440|WDSJ15103-1616C|WEB12675|WISEAJ151012.24-162823.0|YZ1065583|GaiaDR26307365499463905536|GaiaDR36307365499463905536,227.5495394,Gaia DR2,-16.47816488,Gaia DR2,2457206,-1000.61468,Gaia DR2,-3540.223117,Gaia DR2,33.79597057,Gaia DR2,310.694,2018A&A...616A...7S,5011,2020ApJ...898..119R (via nirps-client@maestria),K2V,2006AJ....132..161G,,,,,,,,,,,,,,,,,,,,Added on 2023-08-21 17:49:56.190 by nirps-client@maestria using drs_astrometrics.py,1,
HD134987,HD134987,LTT  6066|*  23 Lib|CD-24 11928|Ci 20  916|CPD-24  5475|GC 20461|GCRV  8799|GEN# +1.00134987|GJ   579.4|GSC 06766-00877|HD 134987|HIC  74500|HIP  74500|HR  5657|IRAS 15105-2507|2MASS J15132869-2518335|NLTT 39604|PLX 3433|PLX 3433.00|PPM 263962|SAO 183275|SKY# 27581|SPOCS  642|TD1 18030|TIC 61397572|TYC 6766-877-1|UBV   13118|UBV M  20613|UCAC3 130-166215|uvby98 100134987|WEB 12710|WISEA J151328.37-251834.1|YZ 115 10850|Gaia DR2 6226694571859532800|Gaia DR3 6226694571859532800|LTT6066|*23Lib|CD-2411928|Ci20916|CPD-245475|GC20461|GCRV8799|GEN#+1.00134987|GJ579.4|GSC06766-00877|HD134987|HIC74500|HIP74500|HR5657|IRAS15105-2507|2MASSJ15132869-2518335|NLTT39604|PLX3433|PLX3433.00|PPM263962|SAO183275|SKY#27581|SPOCS642|TD118030|TIC61397572|TYC6766-877-1|UBV13118|UBVM20613|UCAC3130-166215|uvby98100134987|WEB12710|WISEAJ151328.37-251834.1|YZ11510850|GaiaDR26226694571859532800|GaiaDR36226694571859532800,228.3675397,Gaia DR2,-25.30967214,Gaia DR2,2457206,-400.307943,Gaia DR2,-75.15984486,Gaia DR2,38.16782969,Gaia DR2,5.078,2018A&A...616A...7S,5740,2021A&A...655A..99D,G6IV-V,2006AJ....132..161G,,,,,,,,,,,,,,,,,,,,Added on 2023-08-21 13:40:23.997 by nirps-client@maestria using drs_astrometrics.py,1,
HD135344B,HD135344B,CD-36 10010B|** COO  271B|CCDM J15158-3709B|CPC 18  7492|CPD-36  6759|CSI-36 10010 22|GSC 07324-01676|HD 135344B|IDS 15094-3647 B|IRAS 15126-3658|IRAS F15125-3658|2MASS J15154844-3709160|PPM 293635|PSCz P15126-3658|SAO 206462|SKY# 27641|TIC 307602388|TYC 7324-1676-1|WDS J15158-3709B|Gaia DR2 6199395656645838976|Gaia DR3 6199395656645838976|Gaia DR1 6199395652344416640|SAO206462|CD-3610010B|**COO271B|CCDMJ15158-3709B|CPC187492|CPD-366759|CSI-361001022|GSC07324-01676|HD135344B|IDS15094-3647B|IRAS15126-3658|IRASF15125-3658|2MASSJ15154844-3709160|PPM293635|PSCzP15126-3658|SAO206462|SKY#27641|TIC307602388|TYC7324-1676-1|WDSJ15158-3709B|GaiaDR26199395656645838976|GaiaDR36199395656645838976|GaiaDR16199395652344416640|SAO206462,228.9517547,Gaia DR2,-37.15455138,Gaia DR2,2457206,-19.11394069,Gaia DR2,-23.13996547,Gaia DR2,7.365452555,Gaia DR2,,,,,F8V,1995MNRAS.274..977C,,,,,,,,,,,,,,,,,,,,Added on 2023-11-03 15:03:05.784 by acarmona@node24.lam.fr using drs_astrometrics.py,1,
HD136118,HD 136118,HD 136118|AG-01 1904|BD-01  3045|GC 20583|GEN# +1.00136118|GSC 05002-00997|HIC  74948|HIP  74948|2MASS J15185546-0135325|PPM 179539|SAO 140452|SKY# 27735|SPOCS  645|TD1 18119|TIC 38991680|TYC 5002-997-1|uvby98 100136118|YZ  91  3908|Gaia EDR3 4415515934099120768|Gaia DR2 4415515934099120768|Gaia DR1 4415515929803573120|HD136118|AG-011904|BD-013045|GC20583|GEN#+1.00136118|GSC05002-00997|HIC74948|HIP74948|2MASSJ15185546-0135325|PPM179539|SAO140452|SKY#27735|SPOCS645|TD118119|TIC38991680|TYC5002-997-1|uvby98100136118|YZ913908|GaiaEDR34415515934099120768|GaiaDR24415515934099120768|GaiaDR14415515929803573120,229.7305875,Gaia EDR3,-1.592288248,Gaia EDR3,2457388.5,-123.0240576,Gaia EDR3,22.18009012,Gaia EDR3,19.81162855,Gaia EDR3,-2.89,2018A&A...616A...7S,6145,2020ApJ...898..119R,F7V,1999MSS...C05....0H,,,,,,,,,,,,,,,,,,,,Added on 2022-03-05 02:53:38.522 by spdrs@apikitest using drs_astrometrics.py,1,
HD136352,nu.02 Lup,LHS   395|* nu.02 Lup|AKARI-IRC-V1 J1521470-481904|CD-47  9919|Ci 20  926|CPC  0 13244|CPD-47  7075|GC 20635|GCRV  8877|GEN# +1.00136352|GJ   582|GSC 08298-01229|HD 136352|HIC  75181|HIP  75181|HR  5699|IRAS 15183-4808|LFT 1200|LPM 565|LTT  6125|2MASS J15214824-4819032|NLTT 39962|PLX 3462|PLX 3462.00|PM 15184-4808|PPM 320504|RAVE J152148.2-481904|SAO 225697|SKY# 27821|SPOCS  650|TD1 18144|TIC 136916387|TYC 8298-1229-1|UBV   13204|UBV M  20703|uvby98 100136352|WEB 12827|WISEA J152146.46-481906.0|WISE J152146.49-481906.1|Gaia DR3 5902750168276592256|Gaia DR2 5902750168276592256|Gaia DR1 5902750163955467392|NU_02_LUP|HD_136352|HD-136352|LHS395|*nu.02Lup|AKARI-IRC-V1J1521470-481904|CD-479919|Ci20926|CPC013244|CPD-477075|GC20635|GCRV8877|GEN#+1.00136352|GJ582|GSC08298-01229|HD136352|HIC75181|HIP75181|HR5699|IRAS15183-4808|LFT1200|LPM565|LTT6125|2MASSJ15214824-4819032|NLTT39962|PLX3462|PLX3462.00|PM15184-4808|PPM320504|RAVEJ152148.2-481904|SAO225697|SKY#27821|SPOCS650|TD118144|TIC136916387|TYC8298-1229-1|UBV13204|UBVM20703|uvby98100136352|WEB12827|WISEAJ152146.46-481906.0|WISEJ152146.49-481906.1|GaiaDR35902750168276592256|GaiaDR25902750168276592256|GaiaDR15902750163955467392|NU02LUP|HD136352|HD-136352,230.4401147,Gaia DR2,-48.31881738,Gaia DR2,2457206,-1624.046813,Gaia DR2,-276.0236579,Gaia DR2,68.08177391,Gaia DR2,-68.78,2018A&A...616A...7S,5615,2021MNRAS.506..150B,G3/5V,1978MSS...C02....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-03-30 05:05:04.690 by nirps-client@maestria using drs_astrometrics.py,1,
HD136378,HD 136378,G  15-17|AG+00 1843|ASCC 1142937|BD+00  3346|CCDM J15204+0014A|GEN# +1.00136378|HD 136378|HIC  75069|HIP  75069|IDS 15153+0036 A|LSPM J1520+0014|LTT 14559|2MASS J15202613+0014407|NLTT 39941|PPM 161468|SAO 120952|TIC 461311923|TYC  336-530-1|UBV M  20707|UCAC2  31877213|USNO-B1.0 0902-00244747|uvby98 100136378|WDS J15204+0015A|WISEA J152026.21+001438.2|YZC 21  3916|YZ   0  3916|Gaia DR2 4418850954729363584|Gaia EDR3 4418850954729363584|Gaia DR1 4418850954729363584|G15-17|AG+001843|ASCC1142937|BD+003346|CCDMJ15204+0014A|GEN#+1.00136378|HD136378|HIC75069|HIP75069|IDS15153+0036A|LSPMJ1520+0014|LTT14559|2MASSJ15202613+0014407|NLTT39941|PPM161468|SAO120952|TIC461311923|TYC336-530-1|UBVM20707|UCAC231877213|USNO-B1.00902-00244747|uvby98100136378|WDSJ15204+0015A|WISEAJ152026.21+001438.2|YZC213916|YZ03916|GaiaDR24418850954729363584|GaiaEDR34418850954729363584|GaiaDR14418850954729363584,230.1094582,Gaia EDR3,0.2435334907,Gaia EDR3,2457388.5,132.2311526,Gaia EDR3,-254.2802622,Gaia EDR3,23.28139911,Gaia EDR3,-7.76,2018MNRAS.479.1332M,5186,2018MNRAS.479.1332M,K1V,1999MSS...C05....0H,,,,,,,,,,,,,,,,,,,,Added on 2022-03-05 02:54:29.259 by spdrs@apikitest using drs_astrometrics.py,1,
HD136418,HD 136418,AG+41 1310|AGKR 13687|ASCC  412979|BD+42  2587|GC 20601|GEN# +1.00136418|GSC 03048-00172|Gaia DR1 1392396167929276544|Gaia DR2 1392396172224832896|Gaia EDR3 1392396172224832896|HD 136418|HIC  74961|HIP  74961|LSPM J1519+4143|NAME Nikawiy|PPM  54666|SAO  45483|SKY# 27740|TYC 3048-172-1|USNO-B1.0 1317-00284200|uvby98 100136418|ASCC 412979|BD+42 2587|HD136418|HD_136418|HIC 74961|HIP 74961|PPM 54666|SAO 45483|AG+411310|AGKR13687|ASCC412979|BD+422587|GC20601|GEN#+1.00136418|GSC03048-00172|GaiaDR11392396167929276544|GaiaDR21392396172224832896|GaiaEDR31392396172224832896|HD136418|HIC74961|HIP74961|LSPMJ1519+4143|NAMENikawiy|PPM54666|SAO45483|SKY#27740|TYC3048-172-1|USNO-B1.01317-00284200|uvby98100136418|ASCC412979|BD+422587|HD136418|HD136418|HIC74961|HIP74961|PPM54666|SAO45483,229.7756402,Gaia EDR3,41.73239776,Gaia EDR3,2457388.5,-19.90629353,Gaia EDR3,-181.8883415,Gaia EDR3,9.525500534,Gaia EDR3,-34.25,2018yCat.1345....0G,4973,2018ApJ...860..109G,G5,1993yCat.3135....0C,,,,,,,,,,,,,,,,,,,,Added on 2022-01-31 18:30:42.666 by cook@cook using drs_astrometrics.py,1,
HD136713,HD136713,LTT  6139|BD-10  4088|GC 20674|GEN# +1.00136713|GJ  1191|HD 136713|HIC  75253|HIP 75253|2MASS J15223669-1039400|NLTT 40044|PLX 3472.01|PPM 230138|SAO 159207|SKY# 27849|SPOCS  651|TIC 36981205|TYC 5598-468-1|UGP 372|WISEA J152236.66-103942.2|YZC 11  5369|YZ   0  5087|Gaia DR1 6316161313311565056|Gaia DR3 6316161317608434944|Gaia DR2 6316161317607999232|LTT6139|BD-104088|GC20674|GEN#+1.00136713|GJ1191|HD136713|HIC75253|HIP75253|2MASSJ15223669-1039400|NLTT40044|PLX3472.01|PPM230138|SAO159207|SKY#27849|SPOCS651|TIC36981205|TYC5598-468-1|UGP372|WISEAJ152236.66-103942.2|YZC115369|YZ05087|GaiaDR16316161313311565056|GaiaDR36316161317608434944|GaiaDR26316161317607999232,230.6526444,Gaia DR2,-10.66200392,Gaia DR2,2457206,-57.38038311,Gaia DR2,-203.8768575,Gaia DR2,45.20609832,Gaia DR2,-5.979,2018A&A...616A...7S,4994,2014A&A...566A..66,K2V,1999MSS...C05....0H,,,,,,,,,,,,,,,,,,,,Added on 2023-08-23 12:35:56.018 by nirps-client@maestria using drs_astrometrics.py,1,
